winner,loser,m_winner,m_loser,s_winner,s_loser,b_winner,b_loser
Garcia C.,Larsson J.,3.076813990528227,1.961650668327248,0.36502130247878734,0.4030713325112243,1.72,2.0
Kvitova P.,Gavrilova D.,3.3511133256656795,2.362658648197716,0.382576636737187,0.3910853725819512,1.22,4.0
Strycova B.,Muguruza G.,2.2150302298436486,3.0414017775763074,0.4069840182843564,0.3763040413172363,1.36,3.0
Goerges J.,Barty A.,2.7992881043640083,2.9843841355346634,0.3863514459711095,0.38017715407654973,2.37,1.53
Tsurenko L.,Kasatkina D.,2.172230862129411,2.921419064307543,0.40586324546389924,0.35611779539278426,2.75,1.4
Riske A.,Hercog P.,2.2289982863365605,1.6057513348821761,0.4021962133261739,0.4337803104831792,1.53,2.37
Tomljanovic A.,Peterson R.,1.8041446058927006,1.4705944677067464,0.4232791386757155,0.5092642034163434,1.25,3.75
Sevastova A.,Lottner A.,2.553251089153258,1.3836182841954094,0.40057209257838,0.5414720445653148,2.75,1.4
Safarova L.,Azarenka V.,2.1420520796991775,2.9365378015305046,0.5034101661662518,0.4927320552674419,2.75,1.4
Rybarikova M.,Jakupovic D.,2.1827065309250946,1.7197995333088518,0.39603645318861086,0.48690170216375356,2.0,1.72
Strycova B.,Tsurenko L.,2.341504543083758,2.292094149404447,0.39738539172843673,0.3964687214641239,1.66,2.1
Kvitova P.,Goerges J.,3.392116628841605,2.887656215993735,0.3786499324674489,0.37972636743074467,1.2,4.33
Buzarnescu M.,Svitolina E.,2.444358430110404,3.540389749187495,0.3633097153902606,0.38062124806652725,1.22,4.0
Kenin S.,Garcia C.,1.862216051810655,3.1064846864334434,0.5160072500611342,0.36276445132095503,1.66,2.1
Maria T.,Safarova L.,0.8607877792676235,2.326277051804132,0.44798098793745184,0.4846174951585189,1.4,2.75
Sevastova A.,Tomljanovic A.,2.5904389031999058,1.8806711257340545,0.39595891999186217,0.41478974219874243,2.37,1.53
Stosur S.,Riske A.,1.807554992112019,2.2848760061588567,0.3682181918942291,0.3960130672846942,4.5,1.2
Rybarikova M.,Strycova B.,2.241923673671557,2.421349469053871,0.38977833564362113,0.39011055350862744,3.2,1.36
Kvitova P.,Buzarnescu M.,3.449310283621697,2.550888693994839,0.3740609647950995,0.3575486881035898,1.61,2.3
Maria T.,Kenin S.,1.0474396018854704,2.0996804076238518,0.4317196633111275,0.49393269415828056,2.75,1.44
Sevastova A.,Stosur S.,2.642306865000486,1.905483701571177,0.39039488543691553,0.36150437035396515,2.3,1.61
Kvitova P.,Rybarikova M.,3.488406325174816,2.3287419767625246,0.3705316328817932,0.3827849499727353,1.44,2.75
Maria T.,Sevastova A.,1.1994576896056637,2.69277564608808,0.4187771709907806,0.3852524716358417,3.75,1.28
Pavlyuchenkova A.,Cirstea S.,2.347979612499615,1.6058409133821885,0.39272958316989504,0.4152863335206964,1.57,2.25
Collins D.R.,Swan K.,-0.5262242745732544,-1.7302336140216876,2.43873579435048,1.848161019560864,1.5,2.5
Vekic D.,Putintseva Y.,1.7753917213388335,1.7488741505682155,0.38966316485628527,0.4045333849801409,1.4,2.75
Kuznetsova S.,Sakkari M.,1.7429318998597336,2.1233567845185224,0.46585386633803816,0.395945975077877,2.0,1.72
Bondarenko K.,Cornet A.,1.1071850629377722,2.097690267542163,0.512329291373281,0.41065690577897224,1.9,1.8
Giorgi C.,Begu I.,2.261488251236437,2.03328385498931,0.4264665472887203,0.3983065347020922,1.4,2.75
Cibulkova D.,Makarova E.,2.0944256168447004,2.0853093908625895,0.4083276916335992,0.4464879641102742,1.83,1.83
Kanepi K.,Nara K.,1.8602057261836313,0.8190014382852685,0.5285859073528422,0.5565638213698495,1.4,2.75
Sabalenka A.,Vickery S.,1.960051484878643,1.4829905644231665,0.40862210412779576,0.4926113991030859,1.5,2.5
Buzarnescu M.,Peng S.,2.5124283782919674,1.7043473566940062,0.3548345725001432,0.4916520759568427,1.4,2.75
Hsieh S.W.,Vikhlyantseva N.,1.9196106345672965,1.3316307874044857,0.41530582057046483,0.46807209682505163,2.0,1.72
Krunic A.,Hlavackova A.,2.073054612674905,0.7585043790410225,0.3909984419083785,0.881924056154877,1.2,4.33
Radwanska A.,Babos T.,2.3777235634730602,1.6062428640451758,0.4756937071887753,0.4067066901342947,1.66,2.1
Van Uytvanck A.,Stosur S.,1.581088252315654,1.854876714517972,0.4088263263234559,0.358346880944181,1.53,2.37
Mladenovic K.,Watson H.,1.6143171060838952,1.1899224968668725,0.40890714405102324,0.4480195606653884,1.61,2.2
Dart H.,Pliskova Kr.,-1.2932191481917763,1.8491130534966749,2.029859818639642,0.3929922279769322,4.5,1.16
Pliskova Ka.,Pavlyuchenkova A.,3.2247829676519943,2.406168101483833,0.37825091783813847,0.38699002939618216,1.3,3.4
Wozniacki C.,Giorgi C.,3.117777958375496,2.3460144499162183,0.3917442134532139,0.4177766055699608,1.5,2.5
Collins D.R.,Suarez Navarro C.,0.5258469915743467,2.274212143983724,2.001394985200641,0.40949291008617733,2.25,1.57
Sabalenka A.,Goerges J.,2.032490231972363,2.82371060597994,0.4018468599355424,0.3772144028509727,2.62,1.44
Ostapenko J.,Kanepi K.,2.44176144998887,1.9382538362202903,0.41266081280655875,0.5152224644391136,1.72,2.0
Hsieh S.W.,Rybarikova M.,1.989579140372811,2.292866216708389,0.4078762550236952,0.37918622225323095,3.0,1.36
Strycova B.,Vekic D.,2.322026369206351,1.8556721482373884,0.38463741433482146,0.3829523276643129,1.66,2.1
Buzarnescu M.,Bertens K.,2.554959627857588,2.507047418594933,0.35184239741390644,0.3682216706769813,1.66,2.1
Mertens E.,Kuznetsova S.,2.676922466189282,1.8728845375630792,0.3778662238257376,0.45098201653330067,1.44,2.62
Kvitova P.,Bondarenko K.,3.5216971195302404,1.3121738729639207,0.36869863460381114,0.4900341210919533,1.14,5.5
Sevastova A.,Dart H.,2.545411762515417,1.2795496118734047,0.37600617288874844,1.1611514967613477,1.28,3.5
Kasatkina D.,Van Uytvanck A.,2.8180872545342353,1.685652571518489,0.35457700384563007,0.3991587778329791,1.61,2.2
Radwanska A.,Gavrilova D.,2.4504005740374573,2.312137378414289,0.4647807188485495,0.390745775689607,1.53,2.37
Konta J.,Krunic A.,2.4164374295136257,2.1007067731662,0.3869683530038681,0.3877192631108672,1.36,3.0
Kerber A.,Cibulkova D.,3.200982364193522,2.1786174201560984,0.37973278933011395,0.40008773721681695,1.4,2.75
Barty A.,Mladenovic K.,2.897686645956992,1.6806049881888026,0.37637790836969603,0.4013354442785519,1.3,3.4
Kasatkina D.,Sevastova A.,2.844136584343575,2.5660792797074694,0.3517190612399731,0.37396265242520255,1.66,2.1
Ostapenko J.,Buzarnescu M.,2.5096381586400285,2.6208727793386193,0.40558843164978686,0.34748532665374043,1.8,1.9
Radwanska A.,Kvitova P.,2.552206726530374,3.5328770116865162,0.4528568622671287,0.36783326499270663,3.75,1.25
Sabalenka A.,Mertens E.,2.1551153197491644,2.7246845893674934,0.39265838799810104,0.37365744197198936,2.62,1.44
Kerber A.,Collins D.R.,3.2396292873434915,2.56814384281792,0.3758297647932756,1.3927244325937325,1.16,5.0
Barty A.,Hsieh S.W.,2.92983378878337,2.0949558700840227,0.3726298263834731,0.3990638866785114,1.16,5.0
Wozniacki C.,Konta J.,3.1668224113169527,2.482649887361177,0.38777185194700864,0.38123310688478146,2.0,1.72
Pliskova Ka.,Strycova B.,3.2655024080268626,2.374505412012896,0.3748998904723815,0.37871477206316234,1.66,2.1
Radwanska A.,Ostapenko J.,2.716943008704339,2.5963074455085766,0.4397212761556753,0.3974456919922287,2.5,1.53
Sabalenka A.,Pliskova Ka.,2.2545037310623783,3.306834082974298,0.38453488229111354,0.3707167901016998,4.0,1.25
Wozniacki C.,Barty A.,3.2200790635007097,2.9727083914760692,0.3828479842867874,0.36885736980236533,1.8,2.0
Kerber A.,Kasatkina D.,3.2789417825873626,2.90137869922897,0.3738118867583265,0.3475344653463935,1.44,2.75
Sabalenka A.,Radwanska A.,2.3801232313498732,2.8094052132350225,0.3768119205538065,0.4301634970314342,2.5,1.53
Wozniacki C.,Kerber A.,3.2831421837248844,3.3358679812937226,0.3773169079731934,0.36891889427959873,1.72,2.1
Wozniacki C.,Sabalenka A.,3.359195546721058,2.471685537618762,0.37188887812454396,0.37059727348643656,1.22,4.33
Rodina E.,Lottner A.,0.8342867140916567,1.3003585984932766,0.5980317745686785,0.536302035323709,2.1,1.72
Petkovic A.,Zhang S.,1.3481187513189972,1.6407775743755908,0.48702175477022774,0.39864937464663763,1.72,2.1
Wickmayer Y.,Barthel M.,1.234880119489522,1.4822123531680507,0.5753323437148181,0.4267595940244357,2.37,1.57
Dulgheru A.,Pliskova Kr.,1.2463311239167039,1.708510322238209,0.6686755340798133,0.3955482392712985,4.5,1.2
Pliskova Ka.,Dart H.,3.1885371977874746,0.963617808376154,0.36589934122702683,1.0541391177199733,1.12,6.0
Cirstea S.,Rybarikova M.,1.5354304064553455,2.1967810616480237,0.4161907638928904,0.377789346123375,4.0,1.25
Vekic D.,Stephens S.,1.7940611646665774,3.006220116919396,0.38292590984175695,0.39204143216262416,2.37,1.57
Giorgi C.,Sevastova A.,2.3023351717163583,2.503274571199763,0.4181356991531653,0.37268956141010623,1.8,2.0
Keys M.,Tomljanovic A.,2.7778696226172745,1.8210282936063527,0.40811817442531245,0.4178170380838516,1.33,3.4
Makarova E.,Martic P.,1.9737275861983754,2.4458927506210477,0.441973353141257,0.4243492066840892,2.0,1.8
Kumkhum L.,Pera B.,1.4738831796236662,1.9910947727020711,0.6322487258554026,0.5272565920533285,2.0,1.8
Williams V.,Larsson J.,2.7015829902381046,1.8954284619802357,0.45259937342043016,0.4094292988543862,1.2,4.5
Azarenka V.,Alexandrova E.,2.740099501158376,0.8816262756996229,0.4825602007547177,0.5429746911230684,1.25,4.0
Peterson R.,Kuzmova V.,1.3554575931607256,1.650158550754551,0.5030394893628912,0.520916650983037,2.37,1.57
Wozniacki C.,Lepchenko V.,3.401299464524344,1.3835062697673208,0.3693944539162813,0.497827209893057,1.06,11.0
Bertens K.,Stefkova B.,2.442862870578555,0.11761890476320955,0.36770915919008296,1.1963176884681392,1.25,4.0
Brengle M.,Krunic A.,0.9257816986884584,2.0251041836720667,0.5369440237814173,0.3866334254665541,4.33,1.22
Blinkova A.,Wang Yaf.,0.8998156500152336,1.3322811715746987,0.5726755154202239,0.5809650642057156,1.44,2.75
Williams S.,Rus A.,3.5131485099510673,1.3447783365290331,0.5766345510951645,0.5745898599971608,1.08,9.0
Swan K.,Begu I.,-1.9200524621501807,1.9510249112989775,1.7692169160525486,0.3991325196498277,2.75,1.44
Mladenovic K.,Schmiedlova A.,1.6316196420987912,1.430112044209708,0.4018506039261425,0.5488575602084647,1.36,3.2
Siniakova K.,Vandeweghe C.,1.8986890489011077,2.439626098848931,0.4041110516048763,0.4001295144774875,3.75,1.28
Tsurenko L.,Babos T.,2.208253386775345,1.5561530553482366,0.3987356893821751,0.40793874244244627,1.53,2.5
Radwanska A.,Ruse E.G.,2.6869919173173162,0.9494192963051931,0.41998417146526273,0.8848059292692914,1.1,8.0
Tomova V.,Smitkova T.,0.6698953509475519,0.5101983291240194,0.813818031839451,0.8981639541081612,2.75,1.44
Strycova B.,Kuznetsova S.,2.321801129444676,1.8074721951398722,0.37828485269304907,0.4472963036964671,1.4,3.0
Goerges J.,Puig M.,2.7200316077181936,2.120179503389187,0.375314282188245,0.4663775576515142,1.25,3.75
Jabeur O.,Golubic V.,0.5715145911026037,0.9316583351640828,0.6383111706766417,0.5785890408426153,1.5,2.62
Maria T.,Svitolina E.,1.369803629928006,3.4027274747449834,0.41391155066978536,0.3812334399396104,4.5,1.2
Safarova L.,Bondarenko K.,2.121949475706881,1.2773369331157356,0.4758018157192594,0.4889004084887595,1.44,2.75
Buzarnescu M.,Sabalenka A.,2.548616865839436,2.4288281040782973,0.34707824369539064,0.36718191251923593,2.0,1.8
Arruabarrena L.,Bogdan A.,1.543322293087514,1.932844201682367,0.4160330919397074,0.4763160101292775,1.72,2.1
Barty A.,Voegele S.,2.922967643526676,1.5932814152894157,0.36735942073930183,0.46832346755863297,1.06,11.0
Cibulkova D.,Cornet A.,2.1297461058428695,1.941598237572251,0.4009193426680043,0.4088914193416929,1.4,3.0
Gavrilova D.,Dolehide C.,2.2472594921725624,2.2404293797242647,0.3906504929877958,0.6602256373159541,1.4,3.0
Hsieh S.W.,Pavlyuchenkova A.,2.0481649547071856,2.355641469080908,0.3979649013316894,0.3888131213693103,2.2,1.66
Liu C.,Konjuh A.,0.23264283828225912,1.9398397040534086,0.9145630993997322,0.5991118264986266,2.0,1.8
Konta J.,Vikhlyantseva N.,2.415492856688024,1.2421765820712434,0.3818958059038666,0.46458762575756624,1.16,5.0
Stosur S.,Peng S.,1.7708920563837611,1.6100304603438298,0.36122593616557414,0.48711634135090826,1.66,2.2
Muguruza G.,Broady N.,2.915827618738627,1.025456034817815,0.38047783223055903,0.6415612443803315,1.05,12.0
Lapko V.,Mchale C.,1.7389715173918852,1.2921990238604737,0.6229889857566387,0.4549654662845076,1.53,2.5
Kontaveit A.,Allertova D.,2.4280996952612552,1.4252985984773072,0.37737912938716295,0.5290048769204995,1.25,4.0
Kerber A.,Zvonareva V.,3.2603447000409966,1.8354319502053082,0.36537032977897643,0.7123237277415566,1.11,7.0
Van Uytvanck A.,Hercog P.,1.6485547172508939,1.5446396776463833,0.4004817737752981,0.4360930566742848,1.5,2.62
Brady J.,Kozlova K.,1.0466315788013385,1.2224571290295412,0.5224565346841745,0.49315377551588047,1.53,2.5
Bouchard E.,Taylor G.,1.1916188153731482,-0.9394840025302897,0.5579785062847284,2.0166568510153002,1.25,4.0
Sasnovich A.,Kvitova P.,1.83022833705997,3.4172384216943805,0.42841124317851276,0.3650296072505615,11.0,1.06
Zheng S.,Wang Q.,0.4038397629206413,2.0738594872130904,0.6395527676180689,0.42736515129729236,3.0,1.4
Townsend T.,Parmentier P.,1.2457049144395034,1.9029398014367813,0.5973021446895139,0.4565581577526139,1.44,2.75
Boulter K.,Cepede Royg V.,1.2382222919942967,1.0369731455419007,0.8161475704717673,0.48915451209607913,1.4,3.0
Kenin S.,Sakkari M.,1.9218406195289521,1.997273470484169,0.4841070396107246,0.3972082142591014,2.1,1.72
Halep S.,Nara K.,3.7557515241679904,0.7207526923638766,0.38525804058986657,0.5485936842080053,1.1,8.0
Bencic B.,Garcia C.,1.4365453159547492,2.944864174972599,0.5533367598885035,0.3672764169164869,3.2,1.36
Riske A.,Duque-Marino M.,2.1830713349635227,1.3235813393592082,0.39565348820145446,0.5909589361447164,1.16,5.0
Osaka N.,Niculescu M.,2.744183219910649,1.825692268678376,0.37876520492112253,0.49581974969772197,1.25,4.0
Diatchenko V.,Sharapova M.,-0.034787884323854185,3.1438332008808114,1.0039423482299605,0.4149640969624992,6.0,1.12
Sorribes Tormo S.,Kanepi K.,1.3179604512318872,1.8263925797760587,0.4962621367450915,0.5054095205039603,4.0,1.25
Mertens E.,Collins D.R.,2.6140308740536824,2.2206996414443774,0.3716995974946696,1.087017027760657,1.22,4.33
Putintseva Y.,Linette M.,1.661492049191844,0.9966207694631947,0.40554182936648053,0.4621855569456321,1.72,2.1
Ostapenko J.,Dunne K.,2.499699307579244,-1.567856525589932,0.3939323604249256,2.0749502147982093,1.1,8.0
Suarez Navarro C.,Witthoeft C.,2.154592799787782,1.0513021017574702,0.4111090310269895,0.44219778658067144,1.5,2.62
Kasatkina D.,Fett J.,2.8378778383432195,1.1809297154320761,0.3478133396492978,0.5443756974760452,1.14,5.5
Flipkens K.,Watson H.,2.1031912661698673,1.0989851849562216,0.3853446916270658,0.44599544694066084,1.53,2.5
Vickery S.,Vondrousova M.,1.4007820147871406,1.7606462768336848,0.48807706622496594,0.46917047951622093,3.2,1.36
Rodina E.,Cirstea S.,1.0427161841027668,1.6686630675846794,0.5687988126494627,0.40505529878085245,2.75,1.44
Keys M.,Kumkhum L.,2.813589558330353,1.7147729172530275,0.4031749342123403,0.5953053857902297,1.14,5.5
Vekic D.,Peterson R.,1.9080331164360078,1.4929794427904894,0.37466221679093203,0.48614261956695143,1.36,3.2
Wickmayer Y.,Petkovic A.,1.4508979213572615,1.4898864724754057,0.5497373939401148,0.4718733084124946,2.25,1.61
Buzarnescu M.,Swan K.,2.5839832671071377,0.45267215271423816,0.3442550508265726,0.9679503163948883,1.25,4.0
Williams V.,Dulgheru A.,2.7626714315974494,1.5121318096953924,0.444561643258814,0.6301014451742304,1.12,6.0
Pliskova Ka.,Azarenka V.,3.180280464333614,2.7681835710357796,0.3655150259925465,0.4778662552179222,1.72,2.1
Safarova L.,Radwanska A.,2.2082504634557907,2.7101734570505696,0.46688789788782425,0.41783609157728274,1.8,2.0
Bertens K.,Blinkova A.,2.4352196606449716,1.0688446006079313,0.3682370445109376,0.5435496768424122,1.44,2.75
Giorgi C.,Brengle M.,2.388649857917181,1.1646313849163836,0.41008523916592393,0.5099756051334101,1.28,3.75
Makarova E.,Wozniacki C.,2.096089290860603,3.4099152090854883,0.4290988775277511,0.36877308554583565,6.0,1.12
Goerges J.,Lapko V.,2.7519464345023588,1.8946373079433714,0.37090683789798023,0.5961423634357701,1.33,3.4
Williams S.,Tomova V.,3.535931729862863,0.9087726339839476,0.5683147590111345,0.7562880096508631,1.06,11.0
Mladenovic K.,Maria T.,1.6970727813757207,1.5818127299266473,0.3952977390352759,0.4019417177360465,1.9,1.9
Barty A.,Bouchard E.,2.94279149750487,1.234852092209254,0.36449703699356034,0.5539266238650353,1.2,4.5
Osaka N.,Boulter K.,2.792392312075411,1.5651953889812897,0.3750651785580403,0.7445382238417729,1.12,6.0
Gavrilova D.,Stosur S.,2.3130887209761686,1.85270009436277,0.38462244332534345,0.3573249154089934,1.8,2.0
Kerber A.,Liu C.,3.261644936568856,0.9069674219512817,0.3644177029556528,0.7797769838962033,1.05,12.0
Strycova B.,Tsurenko L.,2.391870320245376,2.2485988108139505,0.3743627838636307,0.3950340369375802,1.44,2.75
Siniakova K.,Jabeur O.,1.9977596281291192,0.8000481491074737,0.3976133559121927,0.6028777469661594,1.57,2.37
Hsieh S.W.,Arruabarrena L.,2.135090744910427,1.6525265391141273,0.3905574136857934,0.40699015748009454,1.33,3.4
Suarez Navarro C.,Sorribes Tormo S.,2.1677661512734976,1.475707621843248,0.40559821754189446,0.4797148144901223,1.4,3.0
Mertens E.,Vickery S.,2.657347544015835,1.5440107349713914,0.3699923380329133,0.47216974453767574,1.2,4.5
Kasatkina D.,Putintseva Y.,2.842830302732261,1.7102419949714096,0.347563008508152,0.39971834188834166,1.28,3.75
Bencic B.,Riske A.,1.7226718089381965,2.224476962908053,0.524811922288202,0.3921381132161411,2.2,1.66
Halep S.,Zheng S.,3.75410439453869,0.7958537699171422,0.38591990209971455,0.5915283937819299,1.08,9.0
Diatchenko V.,Kenin S.,1.1716723893813046,2.0454682447324126,0.8328542241581801,0.4691961267784322,2.5,1.53
Cibulkova D.,Konta J.,2.196592548377416,2.4439333207802973,0.39350750978032845,0.3785134673214635,2.75,1.44
Sasnovich A.,Townsend T.,2.009352713240871,1.4740042652329894,0.41599461122239034,0.5658860290924325,1.66,2.2
Kontaveit A.,Brady J.,2.4587850047031363,1.1955142403382166,0.3744721965667721,0.5028020109031176,1.3,3.5
Ostapenko J.,Flipkens K.,2.483027967156306,2.150079472930963,0.3947542721833607,0.38218664611183123,2.1,1.72
Van Uytvanck A.,Muguruza G.,1.7340868986035096,2.9217797182294136,0.39360407259287633,0.3799377773823559,4.0,1.25
Rodina E.,Keys M.,1.2528691625369637,2.8475225629407284,0.5422672122061791,0.3996940572215638,7.0,1.1
Makarova E.,Safarova L.,2.272576156950753,2.3421043838653954,0.41726608112026226,0.4540942299176898,2.37,1.57
Giorgi C.,Siniakova K.,2.425651529910936,2.0353078899828008,0.4059282622120955,0.3933956495807076,1.5,2.62
Goerges J.,Strycova B.,2.796399430729266,2.449867624620948,0.36821393972180994,0.36901713895659705,2.2,1.66
Vekic D.,Wickmayer Y.,1.9547654043256966,1.590522967367199,0.370699027711505,0.5284540874237716,1.36,3.2
Bertens K.,Williams V.,2.459161831714615,2.8097561078383175,0.3664337354915494,0.4396181112359271,2.5,1.53
Williams S.,Mladenovic K.,3.568396756410146,1.7681642416867827,0.5637570337873823,0.38895744352826006,1.22,4.33
Pliskova Ka.,Buzarnescu M.,3.240057929690111,2.6015557528599085,0.36218383516521946,0.34516465158356985,1.44,2.75
Kasatkina D.,Barty A.,2.8655125683549523,2.960027228900698,0.3460945209455282,0.3643032360676996,2.75,1.44
Van Uytvanck A.,Kontaveit A.,1.8636356425188583,2.4885794499897296,0.3851681198582401,0.37249628963656134,2.1,1.72
Hsieh S.W.,Halep S.,2.1852539553487293,3.754948498806464,0.3858731378660902,0.38705795429651757,5.5,1.14
Ostapenko J.,Diatchenko V.,2.5480692795400843,1.6383542477761448,0.38948167151450996,0.7557409440155044,1.25,4.0
Bencic B.,Suarez Navarro C.,1.895633775557328,2.2207944106789466,0.5053549485159765,0.40038642273406283,1.66,2.2
Cibulkova D.,Mertens E.,2.2928144888772364,2.6953330687842265,0.38701995646254056,0.3677745769271511,2.0,1.8
Sasnovich A.,Gavrilova D.,2.0760624742624856,2.364286580314978,0.4100781829602492,0.38006638618936933,2.2,1.66
