winner,loser,m_winner,m_loser,s_winner,s_loser,b_winner,b_loser
Dementieva E.,Likhovtseva E.,1.491675393176188,-1.15989872946109,1.1014890469508172,1.2421528318004136,1.25,3.5
Ivanovic A.,Santangelo M.,1.870775196910491,1.5295350394769427,0.8661195377593437,1.1503103882774055,1.16,4.5
Sugiyama A.,Kirilenko M.,-0.31329536499996624,1.340864436137309,1.0725129038239134,0.9066560307942472,1.83,1.83
Stosur S.,Li N.,2.155920167492248,2.6985060262399547,0.8353749958556645,0.8171513388440855,2.75,1.39
Sharapova M.,Schiavone F.,4.932030231045731,0.6430227462487214,0.9472764129130054,1.3866882327489412,1.08,7
Sharapova M.,Sugiyama A.,4.948678016167833,0.493949295599151,0.9334324850936259,0.9305773908116806,1.1,6.5
Ivanovic A.,Jankovic J.,2.1603647674373905,4.472604724651732,0.8112823869971937,0.7754904536150471,2.62,1.44
Hingis M.,Stosur S.,3.489813160791907,2.567409656444847,0.7351272946648388,0.7685135586113379,1.19,4.33
Dementieva E.,Vinci R.,1.6437440063246909,0.6516688087288978,1.0178390793773398,1.0166893834407305,1.22,4
Ivanovic A.,Sharapova M.,2.7555692856612275,4.903950231742033,0.7462752687699488,0.9258723662213905,3.5,1.28
Hingis M.,Dementieva E.,3.5552615170669015,1.9100623494851823,0.6960414533246309,0.9531087351156218,1.53,2.37
Hingis M.,Ivanovic A.,3.61075436244845,3.234654106387087,0.6773905292752963,0.7018419394475717,1.53,2.37
Safina D.,Krajicek M.,2.9287078744804265,-2.5028108956296347,0.7688048849298627,1.7210775783515333,1.16,4.5
Loit E.,Daniilidou E.,0.6291360865422326,1.3138703868869233,1.08686054411379,1.1184667851350367,1.72,2
Santangelo M.,Gajdosova J.,1.2483261152623526,-1.3929247728075536,1.0445604287079346,2.0042295157801298,2.75,1.39
Molik A.,Bondarenko K.,1.6806665508990357,0.0,0.960216601778234,2.5,1.22,4
Mirza S.,Castano C.,1.8021131044022327,1.9867669000122392,0.978045547262696,0.8973140966556908,1.83,1.83
Peng S.,Hsieh S.W.,-0.7547668052049616,0.0,1.4011940409181365,2.5,,
Rodionova A.,Tangphong M.,1.5137803021438,0.0,1.5549834442517854,2.5,1.5,2.5
Muller M.,Radwanska A.,-0.8440123115669308,0.5370776397206416,1.428689020017598,1.7488540085323658,1.08,7
Srebotnik K.,Cohen Aloro S.,0.880737100552235,-1.0772769234470843,0.9276267017366882,2.0337329062804566,5.5,1.12
Dechy N.,Garbin T.,-0.4229702704766108,2.1198644689899595,2.2256598346360748,1.1083396110331762,1.14,5
Safarova L.,Pironkova T.,2.844157106786422,-1.4264627566541388,1.0118121956594914,2.08049816033606,2.0,1.72
Pin C.,Szavay A.,2.114452919983371,0.0,1.1842474919605015,2.5,1.04,9
Vaidisova N.,Rezai A.,3.681731470104625,-1.2386338379663928,0.8256856551571039,1.976738377478,1.14,5
Bychkova E.,Schnyder P.,-1.8656043669889355,1.985258113259242,1.916771581875163,1.0596874545338357,1.05,8.5
Nakamura A.,Lertcheewakarn N.,1.1775938213493176,0.0,0.8935092438749285,2.5,1.39,2.75
Obziler T.,Fedak Y.,-1.5741205271631822,-0.7133778628625433,1.8453109589359067,1.3242489017489512,1.12,5.5
Kudryavtseva A.,Yuan M.,1.1429098219822993,-1.6863818718333154,1.6826104188023276,1.925810998928187,1.04,9
Dulko G.,Sun T.T.,-1.0740403100361917,-1.6176886922678597,1.1378744230579756,1.4026074855731365,1.14,5
Pratt N.,Kirilenko M.,1.602305804236439,0.8664935656370029,0.9742752503614955,0.8378242557685468,1.1,6.5
Oprandi R.,Savchuk O.,-0.48576000542913833,-0.846069320075454,1.3005127256792024,2.0759614315159727,5.0,1.14
Bartoli M.,Llagostera Vives N.,-1.533008541629553,0.0,1.1169240141625003,2.5,1.28,3.5
Bammer S.,Bardina V.,2.632642965505579,2.9965971969959604,0.9366619199794854,1.0042218998401138,2.37,1.53
Sucha M.,Klepac A.,-1.512223447006567,-1.860358824745893,1.9470573697332778,1.8977179174297172,1.25,3.75
Tanasugarn T.,Chan Y.J.,-1.3494892375389969,-0.9684402300089492,2.0083988965633264,2.0428590417276067,1.39,2.75
King V.,Kostanic J.,-1.4660634684124256,1.1920437549871545,1.8582261164136482,0.9580463927826358,4.0,1.19
Chakvetadze A.,Poutchkova O.,4.009097002151213,0.8622913600592339,0.9240458498024003,1.1062579969514603,2.2,1.61
Medina Garrigues A.,Bremond S.,-0.062139873125701205,-0.57988092777998,1.1926684456692136,0.9539534600875386,1.66,2.1
Golovin T.,Cornet A.,1.072119768266594,-1.29703965179109,1.1349302520758446,1.9559303205221905,,
Safina D.,Pin C.,3.023181715719518,2.4639535391492804,0.7564977510812271,1.1029105965865647,1.25,3.75
Henin J.,Loit E.,0.0,1.2899587166529252,2.5,0.9777539733288159,1.36,2.87
Kuznetsova S.,Srebotnik K.,1.0288882281584308,1.2071177592196989,1.0320370812140058,0.8684103834642126,,
Santangelo M.,Kudryavtseva A.,1.3005987756742914,1.4750220515559473,0.9969248095876364,1.5599133434529082,1.16,4.5
Mirza S.,Tanasugarn T.,2.0871956430393337,-0.24169887641031673,0.8969919607319751,1.6602567775495647,1.16,4.5
Bammer S.,Rodionova A.,2.9671452884827807,1.891055728684704,0.8424908754967858,1.4555046150576476,1.72,2
Peng S.,Oprandi R.,-0.5061323047563607,-0.055119476171099906,1.2324103800359216,1.1686914963685224,1.9,1.8
Chakvetadze A.,Medina Garrigues A.,4.0846963858239125,0.4194154226743164,0.9048932817541817,1.0653500774030786,1.57,2.25
Petrova N.,Muller M.,1.210089308435778,0.020178447766731132,1.3318031132582417,1.2040444750150212,3.5,1.25
Golovin T.,Bychkova E.,1.3640751144183574,0.6916062606364701,1.0654576181600663,1.2613722797684725,1.53,2.37
Mauresmo A.,Dechy N.,2.2555964319195527,1.945685631363861,1.0209229445453838,1.4367865926351489,1.2,4
Safarova L.,Vaidisova N.,2.9703816218776926,3.748876525723086,0.991229546335305,0.8236374873396112,2.1,1.66
Dulko G.,Molik A.,-0.7695212071856486,1.5220249802060948,1.0293260456179165,0.9371084367757847,1.8,1.9
Obziler T.,Nakamura A.,-0.3065562701411439,1.332858659494881,1.352033186927022,0.8691843762173895,2.0,1.72
Pratt N.,King V.,1.9574389360499482,0.46079725336192506,0.8853022558751308,1.2054839110985227,1.9,1.8
Sucha M.,Bartoli M.,-0.6016242812226801,-1.3570420069100915,1.6071684969898032,1.0074981484864367,1.33,3
Petrova N.,Safina D.,1.7415079974593275,3.2047822351113915,1.1559413080437413,0.7342058922404396,1.28,3.25
Safarova L.,Kuznetsova S.,3.506304796886662,1.43128914620965,0.8794223077537159,0.9181271549203106,,
Henin J.,Golovin T.,2.19082588813926,1.7466666313622592,1.7930437550737672,0.9978689557536874,1.4,2.75
Mauresmo A.,Chakvetadze A.,2.7701638455385824,4.102322505654564,0.9483218298475244,0.893993584245213,3.0,1.36
Bammer S.,Sucha M.,3.1592612111994596,0.09885980265265941,0.8046084018880805,1.3618244922812743,2.0,1.72
Peng S.,Obziler T.,0.2018861640254867,0.823096376419471,1.0438510259234253,1.0851978942380744,2.5,1.5
Dulko G.,Pratt N.,0.17089065658524885,2.083125795472982,0.8809054909092693,0.8429314130252883,3.75,1.25
Mirza S.,Santangelo M.,1.9698792943674681,1.5776960699054292,0.8730111781779302,0.9377042485262465,1.72,2
Safarova L.,Henin J.,3.717891703136163,3.127638846779813,0.8449619237222671,1.543832841053749,1.4,2.75
Petrova N.,Mauresmo A.,2.6603821805487726,3.338287274678827,0.9726566215818232,0.8729206767000053,2.25,1.57
Bammer S.,Peng S.,3.1197957919441457,0.6846024291172873,0.7762426939841919,0.9185075788771483,1.61,2.2
Dulko G.,Mirza S.,0.9010867925078118,2.1739050892470284,0.792933106123652,0.8104238588261904,2.5,1.5
Petrova N.,Safarova L.,3.199875154504035,3.864323365413542,0.8820514267453364,0.8205400825807302,2.5,1.5
Bammer S.,Dulko G.,3.1673476476303053,1.382492682836352,0.7560717274568421,0.7333646443059476,1.9,1.8
Chakvetadze A.,Daniilidou E.,3.497831817420788,0.3376382073310929,0.7585195614673154,1.012397760245806,1.14,5
Krajicek M.,Muller M.,-2.6456453867014527,0.06865051803410105,1.6729982512353827,1.1794784692707718,1.57,2.25
Safina D.,Vesnina E.,2.8455831030330634,0.07486294007574763,0.6794024879563781,0.7924427931587278,1.22,4
Schnyder P.,Flipkens K.,0.9300349171256082,-1.841471638891959,0.9247664020350229,1.8627900490583997,1.12,5.5
Razzano V.,Groenefeld A.L.,1.4421228777761301,-1.144461747511205,0.9716166156589471,1.3863277954673658,1.61,2.2
Bammer S.,Maes C.,3.2652372918767734,0.0,0.7342194860877506,2.5,1.33,3.25
Dechy N.,Schruff J.,1.379549101607131,0.413628504605219,1.2623987136646617,1.3211559922070184,1.39,2.75
Poutchkova O.,Bremond S.,0.9526742226225695,-0.7278830480729834,1.0232878270493564,0.8647727088915723,1.66,2.1
Zvonareva V.,Osterloh L.,2.525922808721329,-1.1217945092332284,0.7122627778124023,1.9059407997150106,1.11,6
Likhovtseva E.,Dushevina V.,-0.42602413730570854,-2.7352731473812506,1.0050587175287795,1.6572532213700266,2.0,1.72
Golovin T.,Srebotnik K.,1.4710107031269515,0.8129774712532414,0.9137962047364855,0.7970619167779698,1.39,2.75
Tanasugarn T.,Chan C.W.,-0.2050574610636651,0.0,1.5517483189359618,2.5,1.08,6.5
Savchuk O.,Koryttseva M.,-2.106690708688949,0.0,1.7354580079531128,2.5,1.12,5.5
Obziler T.,Kudryavtseva A.,0.17804924066055922,0.40336023362736095,0.9764080987663942,1.2986437289847077,1.57,2.25
Sema Y.,Fedak Y.,0.0,-1.1516260294007188,2.5,1.1816879336180133,1.02,11
Beygelzimer Y.,Luangnam N.,-1.357882668951716,0.0,1.9899753525766952,2.5,1.25,3.75
Kostanic J.,Ferguson S.,0.3036806211007525,0.05640505093728463,0.8717927935597429,1.1758001668039575,1.25,3.75
Hsieh S.W.,Kloesel S.,-1.4904502708749805,-1.531101302481224,1.9081595723229245,1.9663903527371367,4.33,1.19
Bardina V.,Barrois K.,2.725182697423,0.0,0.8415312289054008,2.5,1.04,9
Amanmuradova A.,Gajdosova J.,0.0,-1.8537760759284034,2.5,1.7865484282961273,1.25,3.75
Poutchek T.,Yuan M.,0.0,-2.242440372004447,2.5,1.7338780757502408,2.0,1.72
Cibulkova D.,Iyer T.,-1.3924067306493697,0.0,1.9391734011564887,2.5,1.33,3.25
Shvedova Y.,Uberoi S.,0.0,0.0,2.5,2.5,1.19,4.33
Ivanovic A.,Yakimova A.,3.1608398696637794,1.6325642271248222,0.6491195685945101,1.4076736417372206,1.19,4.33
Chakvetadze A.,Bammer S.,3.6154930134769097,3.354818947128616,0.740725509515725,0.7270528996594341,1.36,3
Golovin T.,Schnyder P.,1.7714431515144993,1.092898642446645,0.8472084538755682,0.9035853959968276,1.14,5
Clijsters K.,Poutchkova O.,4.570781846975439,1.2055671554685747,0.850466914654687,0.9486846165327222,2.25,1.57
Safina D.,Krajicek M.,2.897934816709468,-1.0319683655042107,0.6667869044457979,1.199188266034588,1.44,2.62
Molik A.,Brianti A.,1.0604871809580614,-0.49715396189306177,0.8321126068999717,2.197659403743253,1.44,2.62
Czink M.,Chan Y.J.,-1.4781763074242769,-1.9724760781949617,2.0638908284514352,1.76371722442553,1.66,2.1
Kostanic J.,Cibulkova D.,0.5111478789880111,-0.2603451288696141,0.8171240812826182,1.590820364264049,2.75,1.4
Santangelo M.,Sun S.N.,1.0273111611239114,0.0,0.8784275477962191,2.5,1.53,2.37
Mirza S.,Sucha M.,1.8178985255166629,-0.03787845665646213,0.7186334649195669,1.292921439452248,1.33,3.25
Sema Y.,Beygelzimer Y.,1.2138806098878814,-0.15659677350107767,1.9999798567881042,1.6523990818614183,2.37,1.53
Obziler T.,Bardina V.,0.604089260863837,2.8336765419968795,0.9069218413989157,0.8295740485397044,1.39,2.75
Shvedova Y.,Tanasugarn T.,1.3095921546231177,0.43053240455202413,2.129757823920264,1.3718104994397058,2.75,1.4
Petrova N.,Zvonareva V.,3.6254169820500826,2.7025659130944737,0.827284943325199,0.69406049449685,2.1,1.66
Likhovtseva E.,Dementieva E.,-0.21107031823091138,1.7170163279061383,0.9625772006286362,0.8789723875807116,1.2,4.33
Mauresmo A.,Razzano V.,3.1100585704262764,1.593549371503753,0.7775574723873466,0.9466697288416153,1.39,2.75
Ivanovic A.,Dechy N.,3.2746514970062193,1.7779375557394457,0.6353729911719733,1.140010756099842,1.36,3
Czink M.,Hsieh S.W.,-0.5192301442430539,-0.4349374827737573,1.7311907243266353,1.5896796417080785,2.1,1.66
Santangelo M.,Amanmuradova A.,1.2404181356670407,0.9157015343357169,0.8513354908583564,2.135489680026539,1.4,2.75
Savchuk O.,Molik A.,-0.9324016922174782,1.165008663677259,1.4249440693609547,0.8106353786369049,1.12,5.5
Mirza S.,Poutchek T.,1.9192114110437437,0.7731227941747004,0.7037326135765724,2.1599027003940656,1.28,3.5
Chakvetadze A.,Petrova N.,3.7809097033288035,3.8593521406069846,0.7185544625795751,0.7873735313806977,,
Mauresmo A.,Safina D.,3.2323506180704715,2.965878734832132,0.7546666821472714,0.6623722370069076,1.83,1.83
Clijsters K.,Ivanovic A.,4.570238861786713,3.364272586628624,0.8479564723179421,0.6187272601380099,2.25,1.57
Golovin T.,Likhovtseva E.,2.0172319142308077,0.506709137088123,0.8062822965157228,0.8277532920774561,1.66,2.1
Obziler T.,Czink M.,1.3596258050379495,0.36261704873964834,0.8020538842919541,1.4994745281367492,1.19,4
Santangelo M.,Sema Y.,1.4560907057584234,1.973701772427051,0.828346397735272,1.79321432500625,4.5,1.16
Shvedova Y.,Mirza S.,2.2739996469695205,2.1046271071753857,1.8095290937851116,0.6847041517986732,1.19,4
Savchuk O.,Kostanic J.,0.48297768581070794,0.662288414898831,1.0734348663514246,0.7837000487463748,1.5,2.5
Mauresmo A.,Chakvetadze A.,3.468641825805238,4.0739669449062,0.7073903472494094,0.7018601012900465,1.2,4
Clijsters K.,Golovin T.,4.750523596213967,2.1808671558439445,0.8175562966298653,0.7782583423243649,4.5,1.16
Santangelo M.,Savchuk O.,1.7073507965000945,0.9570615475843736,0.7855093834470761,0.9437804445908207,2.75,1.4
Shvedova Y.,Obziler T.,3.3487548515845713,1.5423423697227794,1.5142660562860555,0.77541729882538,1.39,2.75
Mauresmo A.,Clijsters K.,3.719638285648722,4.798193381017112,0.6731914401459552,0.8040085077502491,2.2,1.61
Shvedova Y.,Santangelo M.,3.697450123379113,1.8909646184374143,1.4003769696529178,0.7479281431264737,2.87,1.36
Martinez Granados C.,Zahlavova S.,0.0,-2.5516570921748833,2.5,1.7771593049050218,2.1,1.66
Loit E.,Parra Santonja A.,0.9026401912767368,0.0,0.9132269763750935,2.5,1.2,4
Vierin N.,Yakimova A.,0.0,1.2719993626902915,2.5,1.264065440891408,3.25,1.28
Duque Marino M.,Nunez Fuentes V.,0.0,0.0,2.5,2.5,,
Suarez P.,Gubacsi Z.,0.8691809844668925,0.0,1.367131754782282,2.5,1.28,3.25
Kirilenko M.,Niculescu M.,0.6954242308283445,0.0,0.7725989191034518,2.5,1.22,4
Daniilidou E.,Li N.,0.40131055054929965,2.1221253344364683,0.9939890919632621,0.7389185170449427,1.72,2
Molik A.,Groenefeld A.L.,0.7503280198522466,-1.3635972085361303,0.7634436447921037,1.3192512540099943,1.28,3.25
Schnyder P.,Schiavone F.,0.8972712072765824,0.2901778621300856,0.8513858029115012,1.3831286468047503,1.57,2.25
Sugiyama A.,Sfar S.,0.1981106097336995,0.0,0.8796519744366463,2.5,1.72,2
Tu M.,Harkleroad A.,-0.9625945508454107,-0.05572209865020286,1.5322586612530515,1.2888221017170756,1.83,1.83
Pratt N.,Osterloh L.,1.5136868900503064,-1.3138565555044017,0.7726304915367902,1.7986830231175568,1.22,3.75
Mattek B.,Raymond L.,-1.6609571390479585,0.0,1.915887737669427,2.5,1.1,6
Perry S.,Fedossova Y.,-1.1605217931474285,1.6734918127243181,1.8926919436403085,1.3199875970232262,1.53,2.37
Wozniacki C.,Foretz S.,0.0,-1.9712296140955816,2.5,1.7474097571784108,1.57,2.25
Craybas J.,Liggan K.,2.0927273666473836,0.0,0.9781238570473745,2.5,1.72,2
Olaru I.,Albanese L.,0.0,0.0,2.5,2.5,1.72,2
Pennetta F.,Malek T.,-2.5996114356654587,0.0,1.648336405663899,2.5,1.53,2.37
Parmentier P.,Abramovic I.,0.0,0.0,2.5,2.5,2.2,1.61
Vinci R.,Bohmova K.,0.19790889455271748,0.0,0.9338186993542338,2.5,1.66,2.1
Cornet A.,Nagy K.,-1.604668436441003,0.0,1.8033788500295638,2.5,1.25,3.5
Arn G.,Ditty J.,0.0,0.0,2.5,2.5,1.25,3.5
Zakopalova K.,Llagostera Vives N.,-0.8629381458672053,-2.5862763697709603,2.060044445427653,1.752285342719554,1.72,2
Dominguez Lino L.,Errani S.,-0.061521604044483376,0.0,1.5572291270685878,2.5,1.12,5.5
Garbin T.,Woerle K.,1.34010811882858,0.0,0.9946668594689785,2.5,1.5,2.5
Zahlavova Strycova B.,Marrero M.,0.0,0.0,2.5,2.5,2.62,1.44
Cravero J.,Tatishvili A.,-2.225754322898512,0.0,1.8294294331459797,2.5,1.25,3.75
Sromova H.,Cabeza Candela E.,0.0,0.0,2.5,2.5,1.25,3.75
Hantuchova D.,Vesnina E.,0.7376586005297446,-0.04203252929565074,0.8973754303330831,0.7770264459616066,2.5,1.5
Shaughnessy M.,Gagliardi E.,-2.185702121060926,-1.1753848926103216,1.7647313844376455,1.9958435327893203,1.5,2.5
Paszek T.,Srebotnik K.,0.57516341373422,0.6203286627873935,1.5120552085166048,0.7589174011533276,1.66,2.1
Medina Garrigues A.,Kremer A.,0.26440191726518475,1.000689003238183,1.0378299115073328,1.7905173567452042,1.07,7
Dushevina V.,Likhovtseva E.,-2.900282164015478,0.36742025982880805,1.5645987805153438,0.7887657027509055,3.5,1.25
Jankovic J.,Rezai A.,4.076510413559623,-1.3102558377680842,0.6683244723589994,1.8965627846861584,1.33,3
Santangelo M.,Muller M.,1.782915130120503,-0.9225486568752947,0.7240263858834517,1.1097107590208912,1.5,2.5
Spears A.,King V.,0.0,0.020968635889869722,2.5,1.0906921980600621,1.12,5.5
Williams V.,Morigami A.,0.0,0.8446242588850298,2.5,1.8784729276733172,1.44,2.62
Granville L.,Bartoli M.,1.2559345028128996,-1.5833682708178496,1.2065406538907415,0.9650287561634832,2.2,1.61
Gajdosova J.,Birnerova E.,-2.4097687299002235,0.9362758499145639,1.7135665402981215,1.170772623043345,2.62,1.44
Peer S.,Laine E.,2.552420896426143,-0.7277714709428684,0.6844648173495993,1.5561105446930896,1.44,2.62
Pin C.,Lepchenko V.,2.1323624820948384,-2.429192890819794,0.9501349001688935,1.8873849504453923,2.2,1.61
Stosur S.,Wozniak A.,2.1804103561539936,-0.35742965521401343,0.703635758647928,2.2603806277204375,1.07,7
Sequera M.,Jidkova A.,0.699083674105873,0.0,1.4768927073033926,2.5,1.53,2.37
Arvidsson S.,Bychkova E.,-1.6301869007674097,0.33265913074061354,1.8654380700700752,1.1184504710261702,1.28,3.5
Tu M.,Craybas J.,0.12002766516653333,2.296316849609386,1.2628027881293025,0.9459772749056151,1.72,2
Loit E.,Suarez P.,1.1633242419321657,1.0904220563241547,0.8752524068911546,1.2517791228275934,1.36,3
Zakopalova K.,Parmentier P.,-0.12262051063791818,1.3095921546231177,1.7361728620762373,2.129757823920264,1.12,5.5
Vierin N.,Martinez Granados C.,2.2035343463451573,0.6845326117985646,1.8392097815787238,2.186269230284695,1.06,8
Vinci R.,Cornet A.,0.49305138285714,-0.4753752172649719,0.8846385850893983,1.4569343395982077,1.05,8.5
Schnyder P.,Molik A.,1.0544735799133953,0.8703757177559198,0.7914082807605348,0.7399207533175024,1.03,10
Daniilidou E.,Sugiyama A.,1.2715495443532774,0.4840090577448325,0.837755499654229,0.8210202506405282,1.05,8.5
Hantuchova D.,Kirilenko M.,1.1124907657470269,0.8961049056792296,0.8202192877845448,0.7413257185583306,1.14,5
Kuznetsova S.,Shaughnessy M.,1.1365909869368587,-1.1059640305877305,0.8815962351641634,1.4320390981921807,1.72,2
Jankovic J.,Santangelo M.,4.063157022830172,1.9243923958700015,0.6685687424074906,0.6971961905068973,1.44,2.62
Mauresmo A.,Dushevina V.,4.04041147280268,-1.1598881300240533,0.647248757829571,1.0104302399429563,1.1,6.5
Henin J.,Paszek T.,2.571736962723096,1.3713296863565096,1.1747183432181547,1.25238582480403,1.3,3.39
Hingis M.,Medina Garrigues A.,3.6249966440178687,0.6161470602892765,0.6519399957503301,0.9638743171773911,1.72,2
Williams V.,Wozniacki C.,1.7531965996981207,0.8833718243955079,2.001827627541768,2.1376013323160765,1.61,2.2
Stosur S.,Pin C.,2.2578681393092395,2.1019266232927474,0.690905070721671,0.9481407005481286,,
Mattek B.,Perry S.,-0.5614026823067467,0.7683139469269539,1.581377767140662,1.2499787929211732,1.57,2.25
Granville L.,Gajdosova J.,1.3874312118622896,-0.38219649467104555,1.144170254877692,1.1790820597757095,1.72,2
Arvidsson S.,Pratt N.,0.04969599660415053,1.5573030634197425,1.3089647652081178,0.7522984715916028,1.5,2.5
Peer S.,Sequera M.,2.6243383816523824,1.4148297996348789,0.6699490152248173,1.2431326002261216,1.5,2.5
Dominguez Lino L.,Arn G.,0.5582253455621616,1.3095921546231177,1.3775853463969847,2.1299691050692684,1.16,4.5
Garbin T.,Cravero J.,1.4243931717803973,-1.1808997153739054,0.970332538066859,1.5008815635419732,1.44,2.62
Zahlavova Strycova B.,Sromova H.,1.3095921546231177,1.3095921546231177,2.1299691050692684,2.1299691050692684,2.5,1.5
Pennetta F.,Duque Marino M.,-1.578751801800083,1.3095921546231177,1.316916047298061,2.13018036526243,1.14,5
Mauresmo A.,Hantuchova D.,4.040071648733816,1.397039375116419,0.6503346406893269,0.7647354234122785,2.37,1.53
Jankovic J.,Hingis M.,4.126016981455047,3.6300575923689746,0.6536760194140003,0.6483051774990097,1.9,1.8
Kuznetsova S.,Schnyder P.,1.1905019378432604,1.34530903124396,0.8603961127899415,0.7441181971660091,1.1,6
Henin J.,Daniilidou E.,2.93792784646572,1.560503109515979,1.0835539667563137,0.7859211968040363,1.5,2.5
Olaru I.,Spears A.,1.3095921546231177,1.602272205409554,2.13018036526243,1.9054721812989663,1.18,4.33
Peer S.,Mattek B.,2.697032913462506,0.5762263899941366,0.6494804136634656,1.2944595378457089,1.83,1.83
Olaru I.,Stosur S.,1.3095921546231177,2.507710242919219,2.13018036526243,0.6569530508754712,2.1,1.66
Tu M.,Arvidsson S.,1.3007388034341447,1.0483509370805195,1.0438449440307125,1.0578874442206347,2.5,1.5
Dominguez Lino L.,Zakopalova K.,1.1721126558512882,0.942092024293407,1.2124397048382625,1.4538682127378146,1.19,4.33
Vinci R.,Loit E.,0.7293396438394487,1.5042505771272228,0.832016960679021,0.8199081730949721,1.36,3
Garbin T.,Zahlavova Strycova B.,1.5177662142125907,2.39586184070946,0.9355955321534355,1.8608934033227598,2.2,1.61
Pennetta F.,Vierin N.,-0.6779478274965208,2.7210193766984583,1.1100118360955,1.709718725836474,1.36,3
Henin J.,Kuznetsova S.,3.187070064802359,1.575818251668661,1.0164639156437385,0.7973397626402563,2.1,1.66
Mauresmo A.,Jankovic J.,4.096131989091554,4.25728415837667,0.6443506443460411,0.6347122284265053,1.05,8.5
Williams V.,Granville L.,2.529069138744015,1.616196226044995,1.7990716767947992,1.0736985122199292,2.0,1.72
Peer S.,Tu M.,2.799159575239676,1.6769484478951213,0.6360694892358103,0.9593019668091015,1.1,6
